Features,Labels
"[160.0, 143.0314650697531, 221.0, 102.55242561733974, 147.0, 71.00704190430693, 37.013511046643494, 62.17590361574674, 46.185260818622396, 277.76516601842536]",oval
"[169.0266251216062, 146.08559134972896, 232.0, 100.41912168506553, 152.08221460775746, 85.09406559801923, 45.044422518220834, 68.19859051364818, 44.19307054489762, 281.8517975513028]",oval
"[173.1415605797753, 141.088624630053, 227.0, 99.82484660644363, 155.46382215808282, 76.23647421018367, 38.01315561749642, 62.10272896905237, 42.15786211634433, 287.4836303197917]",oval
"[166.00301202086666, 144.05554484295286, 227.0, 104.66135867644753, 152.0131573252789, 79.05694150420949, 41.10960958218893, 64.02560603756868, 44.22577983507194, 275.33008679149754]",oval
"[162.0, 143.0034964607509, 224.0, 108.00462953040486, 145.2205219657332, 78.16009211867653, 41.048751503547585, 72.34987578006988, 53.660603670829786, 283.76725117423]",oval
"[177.0706073858674, 143.17122615944868, 215.0, 108.60018416190647, 157.05094714773293, 75.23961722390672, 40.049968789001575, 73.68614757373945, 53.23561932420951, 286.26020470831196]",oval
"[173.02600960549256, 143.0034964607509, 227.0, 109.34349546269316, 159.0, 86.02325267042627, 45.044422518220834, 71.56505117707799, 50.19442890773481, 278.12168516903756]",oval
"[169.00295855398508, 145.0, 226.0, 105.89145385724005, 155.0290295396317, 81.05553651663777, 41.012193308819754, 71.1468412355809, 50.748663417287766, 279.5099371124625]",oval
"[162.15116404145854, 138.00362314084367, 226.0, 103.22790320451152, 148.48568954616468, 77.41446893184762, 41.10960958218893, 77.61924307119283, 54.46232220802562, 276.19801888755296]",oval
"[169.01183390520322, 142.0, 231.0, 105.41821474489122, 156.0, 82.02438661763951, 44.04543109109048, 65.13630342824813, 46.921955958931434, 275.09097185150273]",oval
"[175.13994404475525, 146.27713423498562, 226.0, 116.40017182117903, 157.05094714773293, 79.40403012442127, 41.048751503547585, 73.88658176691071, 53.031656094483736, 281.64895679847166]",oval
"[172.0, 144.00347218036097, 224.0, 102.30347012687302, 155.0, 77.0, 38.01315561749642, 68.96248897457819, 50.5529710330368, 280.7842978675626]",oval
"[167.14664220378464, 144.05554484295286, 223.0, 106.23088063270491, 155.46382215808282, 86.14522621712709, 45.044422518220834, 78.23171106797936, 56.90830006131756, 274.2515778513083]",oval
"[171.0263137648707, 138.01449199268893, 243.0, 109.60383204979651, 152.0, 78.0, 41.0, 63.43494882292201, 44.630354938152976, 282.0969466967425]",oval
"[170.00294115102832, 142.0, 228.0, 102.7277956543408, 156.0, 89.0, 47.01063709417264, 72.71850162818336, 48.5517333548204, 278.13010235415595]",oval
"[171.00292395160966, 150.0133327407934, 228.0, 106.7941945987702, 154.01298646542764, 77.0, 40.0, 64.02560603756868, 46.13817700748818, 274.40777186010433]",oval
"[176.0, 149.00335566691106, 222.0, 111.21151019566275, 162.077142126828, 81.09870529176159, 43.04648650006177, 70.76932762433871, 52.30575953331083, 278.7842972972743]",oval
"[166.04818577750254, 143.0034964607509, 226.0, 97.94896630388705, 151.02979838429235, 82.02438661763951, 42.01190307520001, 72.40757543781841, 49.9697407281103, 281.8720617079467]",oval
"[172.00290695217916, 147.0, 238.0, 107.56393447619885, 156.05127362504928, 84.0535543567314, 45.0111097397076, 69.59011716619602, 47.26050191114127, 276.4263219659183]",oval
"[168.01190434013895, 146.01369798755184, 233.0, 116.66190466471906, 153.0130713370593, 79.1012010022604, 39.05124837953327, 71.17528998175993, 51.263490614334536, 279.81819203864745]",oval
"[170.01176429882727, 147.00340132119393, 226.0, 107.29864864013899, 155.11608556174951, 79.1012010022604, 41.048751503547585, 69.90476880809518, 50.673022139925315, 278.0478989966234]",oval
"[164.1097193952875, 147.0136048126159, 224.0, 91.28526715741155, 150.11995203836165, 80.00624975587844, 41.012193308819754, 71.1139126302907, 47.21965555319789, 277.763669927883]",oval
"[168.0, 143.0314650697531, 228.0, 109.34349546269316, 151.16216457830973, 76.16429609731846, 39.05124837953327, 69.90476880809518, 50.19442890773481, 280.34508408538755]",oval
"[170.07351351694948, 147.00340132119393, 227.0, 108.2081327812286, 153.08167754502824, 80.05623023850174, 41.048751503547585, 65.77225468204583, 46.12330271407542, 284.5720931211428]",oval
"[164.1097193952875, 149.00335566691106, 220.0, 99.35793878699377, 151.0529708413575, 78.00640999302557, 40.01249804748511, 71.56505117707799, 49.89909245378776, 279.2246153734176]",oval
"[167.01197561851666, 146.01369798755184, 227.0, 107.48953437428223, 152.0131573252789, 82.00609733428362, 44.01136216933077, 66.97450799147197, 44.24615166692923, 280.94673112974505]",oval
"[166.10839834276894, 140.089257261219, 213.0, 104.80935072788114, 150.0133327407934, 73.33484846919642, 40.11234224026316, 73.30075576600638, 52.36474624498265, 280.59103124214363]",oval
"[170.01176429882727, 140.0142849854971, 232.0, 111.01801655587259, 160.0281225285106, 80.05623023850174, 42.01190307520001, 60.10109816138544, 44.63506366426935, 275.6684351110938]",oval
"[175.13994404475525, 144.12494579357175, 226.0, 117.2006825918689, 159.02829936838285, 78.5175139698144, 42.190046219457976, 74.21924669048461, 53.32565033042684, 281.98795738477156]",oval
"[166.01204775557707, 143.01398533010678, 222.0, 101.83319694480774, 152.0526224699857, 80.05623023850174, 41.012193308819754, 64.6538240580533, 44.204276447260725, 281.8584678659352]",oval
"[173.0028901492689, 144.03124660989366, 229.0, 111.5212984142491, 160.11246047700348, 81.15417426109393, 43.04648650006177, 69.59011716619602, 50.45755348510459, 275.75292469944117]",oval
"[177.01129907438113, 158.01265772082945, 243.0, 117.92370414806346, 166.10839834276894, 87.14355971613737, 46.04345773288535, 69.71744091108339, 50.50547785797834, 277.4251708627187]",oval
"[169.0, 151.0132444522665, 220.0, 103.39245620450265, 155.00322577288512, 82.0, 42.01190307520001, 68.68208772453845, 48.13635836833259, 277.4314079711725]",oval
"[172.02616080119907, 148.00337833982033, 237.0, 110.39021695784459, 155.0, 81.00617260431454, 43.01162633521314, 70.3461759419467, 47.202598161765806, 279.7889713038058]",oval
"[168.07438829280326, 150.05332385522155, 225.0, 99.70456358662827, 151.0529708413575, 79.00632886041473, 41.012193308819754, 65.32313682966294, 44.59365376669096, 278.50368595304366]",oval
"[170.01176429882727, 146.01369798755184, 229.0, 112.0446339634344, 154.01298646542764, 81.05553651663777, 41.012193308819754, 69.59011716619602, 49.34323995168939, 279.4623222080256]",oval
"[165.04847772699995, 145.00344823486094, 224.0, 95.58765610684259, 149.12075643584967, 79.1012010022604, 40.049968789001575, 64.72227776444704, 42.03176597012828, 282.6083876999387]",oval
"[163.02760502442524, 143.0034964607509, 231.0, 103.47946656221224, 154.00324671902212, 78.02563681252464, 41.0, 67.69379494509236, 48.91824886406737, 278.485829640943]",oval
"[173.07223925286226, 141.00354605470034, 230.0, 106.77546534667971, 159.20113064925135, 82.21921916437786, 42.1070065428546, 64.02560603756868, 45.379436701418975, 283.18451232841926]",oval
"[168.0, 142.03168660548954, 220.0, 96.26006440887103, 150.08331019803634, 74.06078584514209, 38.0, 63.43494882292201, 42.47388308838044, 282.03059609653786]",oval
"[171.0263137648707, 144.00347218036097, 232.0, 112.44998888394787, 160.0281225285106, 84.0, 43.0, 63.99665415548856, 43.91907581333931, 278.4554432162904]",oval
"[170.01176429882727, 145.0, 232.0, 110.11357772772621, 153.05227865013967, 80.00624975587844, 41.0, 69.14554196042165, 50.527540151656176, 281.19727404415215]",oval
"[170.18813119603846, 147.0136048126159, 221.0, 101.17806086301516, 158.38244852255568, 77.31752712031083, 41.10960958218893, 61.50436138175502, 42.99746686817311, 281.5983316130731]",oval
"[174.07182425654074, 150.02999700059985, 229.0, 111.73182178770737, 155.11608556174951, 82.09750300709517, 42.04759208325728, 63.99665415548856, 44.274775700940744, 284.36002629251624]",oval
"[170.10584939971935, 147.00340132119393, 220.0, 105.3612832116238, 156.08010763707205, 77.05841939723393, 40.049968789001575, 61.606980578617005, 44.61547034041549, 279.511447638711]",oval
"[173.0028901492689, 144.01388821915754, 229.0, 100.12492197250393, 153.00326793895613, 79.00632886041473, 40.01249804748511, 72.89727103094764, 50.267697128044226, 279.5975271002218]",oval
"[175.025712396779, 145.0551619212498, 232.0, 113.22543883774529, 160.1998751560063, 85.28774824088158, 44.10215414239989, 75.67728002179645, 54.34467190209969, 277.4169137191384]",oval
"[164.02743672934722, 143.0, 225.0, 98.59513172565875, 147.0136048126159, 81.0, 43.01162633521314, 71.1468412355809, 49.52476847283419, 281.89310999532256]",oval
"[163.00306745579974, 146.00342461736986, 219.0, 97.18538984847466, 144.03124660989366, 76.10519036176179, 40.049968789001575, 61.50436138175502, 40.40945681439397, 283.7645430409544]",oval
"[175.0, 142.0563268566381, 235.0, 114.33722053644648, 163.04907236779974, 86.09297300012354, 45.044422518220834, 71.93952806380082, 50.322750707768236, 279.1957114208598]",oval
"[172.10461934532728, 156.08010763707205, 222.0, 109.60383204979651, 158.07909412695912, 82.00609733428362, 43.01162633521314, 66.29735404903376, 45.369645061847024, 276.71602234839594]",oval
"[167.0, 145.03103116229988, 231.0, 115.0, 154.26276284314372, 76.53103945458993, 39.20459156782532, 71.96571443287014, 53.13010235415598, 277.67585370942015]",oval
"[167.10774967068403, 143.05593311708537, 227.0, 110.39021695784459, 149.0, 73.17103251970687, 37.05401462729781, 67.69379494509236, 47.202598161765806, 282.38410247239284]",oval
"[159.02829936838285, 142.0, 222.0, 99.02019995940222, 142.0563268566381, 75.05997601918082, 39.05124837953327, 74.6237487511738, 51.97276928602646, 281.875083628739]",oval
"[173.0028901492689, 155.00322577288512, 234.0, 109.62207806824317, 157.0, 81.00617260431454, 42.0, 63.99665415548856, 46.108812127759926, 279.11507931093985]",oval
"[174.14074767268, 142.00352108310554, 229.0, 110.11357772772621, 157.25775020646836, 85.28774824088158, 44.10215414239989, 77.7352262721076, 55.732664556655784, 277.09000349430124]",oval
"[168.01190434013895, 139.01438774457844, 226.0, 106.82696288858914, 150.05332385522155, 79.1580697086532, 41.048751503547585, 74.40718906073366, 51.84277341263094, 281.73009606691414]",oval
"[160.0124995117569, 144.01388821915754, 226.0, 106.96261028976434, 150.00333329629711, 80.0, 43.0, 67.96377305985455, 48.41094495535572, 275.70900008351816]",oval
"[167.0029939851379, 143.0034964607509, 231.0, 112.61438629233834, 151.16216457830973, 80.62257748298549, 42.2965719651132, 73.88658176691071, 52.21426203920676, 283.1976691419986]",oval
"[167.0269439342048, 138.00362314084367, 228.0, 110.5350623105628, 158.00316452527144, 75.05997601918082, 40.049968789001575, 65.22485943116808, 48.66778805553143, 275.1173148499726]",oval
"[170.00294115102832, 140.0, 227.0, 103.96634070698074, 153.00326793895613, 80.00624975587844, 41.0, 64.02560603756868, 46.169139327907416, 277.04450239590767]",oval
"[161.0, 137.01459776242822, 220.0, 98.35141076771599, 144.03124660989366, 70.06425622241343, 37.12142238654117, 61.38954033403478, 42.939888976276876, 287.0665198413317]",oval
"[167.0478973228936, 139.12943613772032, 229.0, 107.61505470890214, 152.3975065412817, 79.51100552753688, 41.19465984809196, 74.74488129694222, 52.171712165387085, 274.58675236639914]",oval
"[164.24676556937126, 139.01438774457844, 226.0, 93.34880824091971, 148.27339613025663, 78.10249675906654, 41.012193308819754, 69.27444113443946, 45.868051449745536, 284.8056653262557]",oval
"[172.00290695217916, 145.00344823486094, 222.0, 96.33275663033837, 157.1146078504478, 81.2219182240853, 42.1070065428546, 62.78388844269252, 41.633539336570195, 282.520002456491]",oval
"[156.0, 136.09188072769072, 225.0, 99.24716620639605, 141.05672617780408, 77.10382610480494, 41.012193308819754, 62.17590361574674, 40.91438322002512, 286.7092943618528]",oval
"[151.0529708413575, 141.01418368376991, 211.0, 94.26027795418386, 133.01503674397117, 64.03124237432849, 32.01562118716424, 69.07549825507883, 48.87125623198563, 287.53653617211745]",oval
"[160.04999218994044, 137.00364958642524, 216.0, 105.80170130957252, 148.0135128966271, 76.16429609731846, 39.11521443121589, 72.80145877993414, 53.45502767717745, 283.1715416726248]",oval
"[162.00308639035245, 140.00357138301865, 227.0, 97.59098319004681, 148.0135128966271, 75.1065909225016, 39.05124837953327, 62.17590361574674, 44.169684513741984, 278.8980412172862]",oval
"[168.04761230080004, 147.00340132119393, 229.0, 104.66135867644753, 154.0519392932137, 79.00632886041473, 42.01190307520001, 64.02560603756868, 45.77422016492806, 281.04727775537856]",oval
"[166.0752841334315, 145.03103116229988, 229.0, 111.19802156513397, 155.00322577288512, 83.05419917138447, 43.01162633521314, 70.01689347810002, 48.280880772609414, 278.1431201772082]",oval
"[163.19620093617377, 139.0, 224.0, 96.93812459502195, 150.2131818450032, 79.05694150420949, 41.012193308819754, 68.45902408146156, 47.09015915371068, 283.7013051541903]",oval
"[169.07394831847986, 139.00359707575916, 221.0, 97.6165969494942, 153.11760186209813, 83.09632964216891, 44.01136216933077, 72.80145877993414, 52.07353767496137, 283.2738507895617]",oval
"[160.0281225285106, 140.0142849854971, 218.0, 101.82337649086284, 146.00342461736986, 71.0, 38.0, 61.50436138175502, 45.0, 282.06020686239805]",oval
"[147.0136048126159, 129.0, 211.0, 91.92388155425118, 134.03357788255897, 66.007575322837, 33.0, 64.13364320590549, 45.0, 283.0904911040801]",oval
"[167.01197561851666, 147.0, 231.0, 102.82509421342633, 151.02979838429235, 83.02409288875127, 44.0, 71.56505117707799, 49.3382667914282, 279.5054608796971]",oval
"[167.0269439342048, 146.03081866510234, 228.0, 102.06860437960343, 150.00333329629711, 76.00657866263946, 39.01281840626232, 68.96248897457819, 48.97249594075066, 278.13010235415595]",oval
"[168.14577009250038, 143.0, 229.0, 110.6752004741803, 152.55490814785344, 77.52418977325722, 39.20459156782532, 77.19573393471325, 57.17145820858747, 285.6683295955434]",oval
"[163.07666908543356, 145.00344823486094, 222.0, 100.65783625729296, 146.21901381147393, 74.10802925459562, 38.05259518088089, 62.17590361574674, 40.971736333514855, 280.36772822092513]",oval
"[177.01129907438113, 145.03103116229988, 220.0, 105.80170130957252, 161.02794788483146, 79.1012010022604, 41.048751503547585, 72.40757543781841, 53.45502767717745, 284.9461522306656]",oval
"[167.01197561851666, 145.01379244747721, 233.0, 106.66770832824712, 156.01281998605114, 82.00609733428362, 42.01190307520001, 70.76932762433871, 51.08852815419517, 282.1055716823033]",oval
"[178.22738285684386, 147.00340132119393, 228.0, 95.42536350467836, 162.69296235547498, 81.61494961096282, 42.190046219457976, 58.78159723565362, 38.19094982038659, 285.30084557245]",oval
"[176.1817243643619, 149.05368160498418, 218.0, 116.8289347721702, 160.0281225285106, 78.40918313565064, 40.11234224026316, 72.71850162818336, 54.40531150095689, 282.3209295263506]",oval
"[162.02777539668932, 136.03308421115798, 221.0, 97.83659846908007, 154.01298646542764, 78.0, 42.0, 65.32313682966294, 49.14462374110429, 280.59377252854983]",oval
"[172.0, 142.03168660548954, 233.0, 102.82509421342633, 153.11760186209813, 79.30952023559341, 42.1070065428546, 59.74356283647073, 40.6617332085718, 284.7896787810475]",oval
"[169.0, 146.0, 228.0, 106.30145812734649, 150.0133327407934, 80.00624975587844, 40.0, 69.14554196042165, 48.81407483429035, 282.2647737278924]",oval
"[164.1097193952875, 141.0, 229.0, 106.21205204683694, 143.28293687665675, 79.30952023559341, 41.10960958218893, 74.74488129694222, 52.26695440581169, 285.06432987750566]",oval
"[170.07351351694948, 150.00333329629711, 228.0, 112.89375536317321, 156.3873396410336, 85.28774824088158, 46.09772228646444, 74.53878225955809, 55.46533842860065, 279.12364389225627]",oval
"[176.10224302944013, 145.0551619212498, 240.0, 107.48953437428223, 162.15116404145854, 86.05230967266364, 45.0111097397076, 66.29735404903376, 44.24615166692923, 279.7747198314465]",oval
"[175.0, 143.01398533010678, 236.0, 111.5212984142491, 160.04999218994044, 84.1486779456457, 42.04759208325728, 72.34987578006988, 50.45755348510459, 278.4041327229871]",oval
"[168.02678357928536, 146.01369798755184, 214.0, 104.66135867644753, 151.0529708413575, 81.02468759581859, 42.01190307520001, 64.59228189105153, 44.22577983507194, 279.6116897966088]",oval
"[163.24827717314508, 140.12851244482687, 229.0, 110.3177229641729, 150.08331019803634, 80.0, 43.0, 68.4286928087454, 45.73452103425482, 279.9681697093325]",oval
